unit_id	artifact	family	json_pointer	unit_kind	authored_identity	payload_sha256
balance/achievements/first-content.json#/achievements/2/proof/event_kinds/1	balance/achievements/first-content.json	achievements	/achievements/2/proof/event_kinds/1	primitive_edge	"run_ended"	289af8bd44789f23e5c74e64b7ad73509404727717b378a119ddea31887ac1fd
balance/achievements/first-content.json#/achievements/3	balance/achievements/first-content.json	achievements	/achievements/3	object_record	achievement.first_gate	7863d0723385787b99c9d33cf374ebd96574fed4ac4e1423632dd7017f1e8d80
balance/achievements/first-content.json#/achievements/3/condition	balance/achievements/first-content.json	achievements	/achievements/3/condition	nested_object	object:/achievements/3/condition	16d55584cbd315e48b2e2835a9b9acfa3f641dc9cb224db345cda5fd9e27fd28
balance/achievements/first-content.json#/achievements/3/proof	balance/achievements/first-content.json	achievements	/achievements/3/proof	nested_object	object:/achievements/3/proof	40cca9c4382fa88421e279c5218fe5bd6a53feaf3e2e400cada357c3301cf502
balance/achievements/first-content.json#/achievements/3/proof/event_kinds/0	balance/achievements/first-content.json	achievements	/achievements/3/proof/event_kinds/0	primitive_edge	"gate_crossed"	4f13cbb697818a362c6b705ebf9f319dc3d44291a0877954ed350b42866f119d
balance/achievements/first-content.json#/achievements/4	balance/achievements/first-content.json	achievements	/achievements/4	object_record	achievement.gate_burn_t3	23269f0be37e835a3137e27e83545a8fe34299f19c8a083590927f174fe2c581
balance/achievements/first-content.json#/achievements/4/condition	balance/achievements/first-content.json	achievements	/achievements/4/condition	nested_object	object:/achievements/4/condition	96647d87a71a0ec84836267ad41550b51e7c12da05b6d862681fd021849f6354
balance/achievements/first-content.json#/achievements/4/proof	balance/achievements/first-content.json	achievements	/achievements/4/proof	nested_object	resource_id:company.cash	7fc3f0262bac47ed72b81a67b538a1f8e9d2f2879921525c33de33eefd0ba0c4
balance/achievements/first-content.json#/achievements/5	balance/achievements/first-content.json	achievements	/achievements/5	object_record	achievement.generators_owned_100	f8b40458eea20816f84c20244644dc441eca892bb883a7f493b071ae4cc1fc05
balance/achievements/first-content.json#/achievements/5/condition	balance/achievements/first-content.json	achievements	/achievements/5/condition	nested_object	generator_id:generator.beige_tower	7d7855bdbf3fa1c13ccc595cd50a4cd931bfb09259b65b110357480a937344ef
balance/achievements/first-content.json#/achievements/5/proof	balance/achievements/first-content.json	achievements	/achievements/5/proof	nested_object	object:/achievements/5/proof	316babd7fd67172798ae0ad5594fa515173a8a6780755dbad74d786f2e6e09ce
balance/achievements/first-content.json#/achievements/6	balance/achievements/first-content.json	achievements	/achievements/6	object_record	achievement.generators_owned_300	a28e53da4d7c6ae88899eb1ed1dddc1dfa22cc91809af476b0961f72ef71a93a
balance/achievements/first-content.json#/achievements/6/condition	balance/achievements/first-content.json	achievements	/achievements/6/condition	nested_object	generator_id:generator.beige_tower	f6d7ae1093401d320ec0cd38fb190ff2e4966a96cc29443855dc2e26f7786158
balance/achievements/first-content.json#/achievements/6/proof	balance/achievements/first-content.json	achievements	/achievements/6/proof	nested_object	object:/achievements/6/proof	316babd7fd67172798ae0ad5594fa515173a8a6780755dbad74d786f2e6e09ce
balance/achievements/first-content.json#/achievements/7	balance/achievements/first-content.json	achievements	/achievements/7	object_record	achievement.generators_purchased_1	c634d721237baf23a84eba5fc94bfac7e53f8a79591dde59c67f431b2165173a
balance/achievements/first-content.json#/achievements/7/condition	balance/achievements/first-content.json	achievements	/achievements/7/condition	nested_object	object:/achievements/7/condition	2bd6e58561350fc5d3c94ec480d851ed5b3309ac931501ab6d515622d444f9b5
balance/achievements/first-content.json#/achievements/7/proof	balance/achievements/first-content.json	achievements	/achievements/7/proof	nested_object	object:/achievements/7/proof	9dda33e1bf4670e31b6b19e8780feb69ac677c98ed2fc51021c5a26e4398061c
balance/achievements/first-content.json#/achievements/7/proof/event_kinds/0	balance/achievements/first-content.json	achievements	/achievements/7/proof/event_kinds/0	primitive_edge	"generator_purchased"	a4cdc2631442b940c4b5320341a2cdad69b320a5ca20ddf96861dece0b7bb80e
balance/achievements/first-content.json#/achievements/8	balance/achievements/first-content.json	achievements	/achievements/8	object_record	achievement.generators_purchased_25	195dc364b74b5588a3876972fe467381f04e42982f3031e87a81b86a194cd01d
balance/achievements/first-content.json#/achievements/8/condition	balance/achievements/first-content.json	achievements	/achievements/8/condition	nested_object	object:/achievements/8/condition	7c4379f3b8ca906925fafe5f5da75a03f86b00817768d588969247ea0940a5c5
balance/achievements/first-content.json#/achievements/8/proof	balance/achievements/first-content.json	achievements	/achievements/8/proof	nested_object	object:/achievements/8/proof	9dda33e1bf4670e31b6b19e8780feb69ac677c98ed2fc51021c5a26e4398061c
balance/achievements/first-content.json#/achievements/8/proof/event_kinds/0	balance/achievements/first-content.json	achievements	/achievements/8/proof/event_kinds/0	primitive_edge	"generator_purchased"	a4cdc2631442b940c4b5320341a2cdad69b320a5ca20ddf96861dece0b7bb80e
balance/achievements/first-content.json#/achievements/9	balance/achievements/first-content.json	achievements	/achievements/9	object_record	achievement.generators_purchased_25_tier_3	7e052a7d1cd5eb4c39eb894a42962bb7173ff093ce01fd091593c9930ee09b37
balance/achievements/first-content.json#/achievements/9/condition	balance/achievements/first-content.json	achievements	/achievements/9/condition	nested_object	object:/achievements/9/condition	a9e288832ad0924a16c85d757a41d69a31f7bc749b8cd60051bfed691d6066ea
balance/achievements/first-content.json#/achievements/9/condition/conditions/0	balance/achievements/first-content.json	achievements	/achievements/9/condition/conditions/0	object_record	object:/achievements/9/condition/conditions/0	7c4379f3b8ca906925fafe5f5da75a03f86b00817768d588969247ea0940a5c5
balance/achievements/first-content.json#/achievements/9/condition/conditions/1	balance/achievements/first-content.json	achievements	/achievements/9/condition/conditions/1	object_record	object:/achievements/9/condition/conditions/1	96647d87a71a0ec84836267ad41550b51e7c12da05b6d862681fd021849f6354
balance/achievements/first-content.json#/achievements/9/proof	balance/achievements/first-content.json	achievements	/achievements/9/proof	nested_object	object:/achievements/9/proof	7f2b1f6703eecbf0bf59bedc383b7b4a208a230e8d6e1b00b8ea3dd5b71bae3b
balance/achievements/first-content.json#/achievements/9/proof/event_kinds/0	balance/achievements/first-content.json	achievements	/achievements/9/proof/event_kinds/0	primitive_edge	"gate_crossed"	4f13cbb697818a362c6b705ebf9f319dc3d44291a0877954ed350b42866f119d
balance/achievements/first-content.json#/achievements/9/proof/event_kinds/1	balance/achievements/first-content.json	achievements	/achievements/9/proof/event_kinds/1	primitive_edge	"generator_purchased"	a4cdc2631442b940c4b5320341a2cdad69b320a5ca20ddf96861dece0b7bb80e
balance/achievements/first-content.json#/achievements/10	balance/achievements/first-content.json	achievements	/achievements/10	object_record	achievement.old_hand	7643ac7f7a5eb2f2df08260a2c9717a2e6190df77a6b0a5e332b53d7ced88d0e
balance/achievements/first-content.json#/achievements/10/condition	balance/achievements/first-content.json	achievements	/achievements/10/condition	nested_object	object:/achievements/10/condition	1c57a80be4abfaa1afb4c479de026e93a91751d0b7fba49232e44595db3296d3
balance/achievements/first-content.json#/achievements/10/proof	balance/achievements/first-content.json	achievements	/achievements/10/proof	nested_object	object:/achievements/10/proof	1ae3faa2733f5fc3be3e49128d74eafb2d8773e1f78659636cdfd87b7eb29af5
balance/achievements/first-content.json#/achievements/10/proof/event_kinds/0	balance/achievements/first-content.json	achievements	/achievements/10/proof/event_kinds/0	primitive_edge	"founder_advanced"	7f918fffe6e6bed39dba721986a36d965fbdb60aea6e89f107b2a5795fabf5d4
balance/achievements/first-content.json#/achievements/10/proof/event_kinds/1	balance/achievements/first-content.json	achievements	/achievements/10/proof/event_kinds/1	primitive_edge	"run_ended"	289af8bd44789f23e5c74e64b7ad73509404727717b378a119ddea31887ac1fd
balance/achievements/first-content.json#/achievements/11	balance/achievements/first-content.json	achievements	/achievements/11	object_record	achievement.tier_5	fdb087eaa7ff611bd7b1d9f45af48f314814b9a2b77e351c19ea226a96d9bfaa
balance/achievements/first-content.json#/achievements/11/condition	balance/achievements/first-content.json	achievements	/achievements/11/condition	nested_object	object:/achievements/11/condition	fdcd0fba98f26c571a16c425c9b1d8a63118b816fc90a4d24f68fc890129da07
balance/achievements/first-content.json#/achievements/11/proof	balance/achievements/first-content.json	achievements	/achievements/11/proof	nested_object	object:/achievements/11/proof	40cca9c4382fa88421e279c5218fe5bd6a53feaf3e2e400cada357c3301cf502
balance/achievements/first-content.json#/achievements/11/proof/event_kinds/0	balance/achievements/first-content.json	achievements	/achievements/11/proof/event_kinds/0	primitive_edge	"gate_crossed"	4f13cbb697818a362c6b705ebf9f319dc3d44291a0877954ed350b42866f119d
balance/catalogs/phase0.json#/resources/0	balance/catalogs/phase0.json	economy	/resources/0	object_record	company.cash	d3417624b7a6b1fc1eb5b5ac30432ac56dccb3686710e651513963648d557cc0
balance/catalogs/phase0.json#/resources/0/hardcap	balance/catalogs/phase0.json	economy	/resources/0/hardcap	nested_object	object:/resources/0/hardcap	cdda68e210aac2ea2770f71876f42f9348ff1c6fc8caadd5f2224af72bf7b5b7
balance/catalogs/phase0.json#/resources/1	balance/catalogs/phase0.json	economy	/resources/1	object_record	company.permits	ec2e12e50f89f1677ad7e0cc736646f52b0a3cf57d138c847022bef2ab0c8b8d
balance/catalogs/phase0.json#/resources/1/hardcap	balance/catalogs/phase0.json	economy	/resources/1/hardcap	nested_object	object:/resources/1/hardcap	bca7bf9cea6027d4b6503b00e02010ed4be41cbc205dee20c7b0f489492c0d69
balance/catalogs/phase0.json#/generator_classes/0	balance/catalogs/phase0.json	economy	/generator_classes/0	object_record	generator.beige_tower	6e688eb8578b2396f4feeec899e37c56eed0e92f08c91e7309ca84ed7e490b31
balance/catalogs/phase0.json#/generator_classes/0/price	balance/catalogs/phase0.json	economy	/generator_classes/0/price	nested_object	resource_id:company.cash	b45e500a9d872e1681eb98d8bec410665e3651c4a1b28297e973da790954d10f
balance/catalogs/phase0.json#/generator_classes/0/price/curve	balance/catalogs/phase0.json	economy	/generator_classes/0/price/curve	nested_object	object:/generator_classes/0/price/curve	7dc56473870dba18d423f9b45f661dfd9d5452631e84a4bb2b17bed2cfc378fb
balance/catalogs/phase0.json#/generator_classes/0/production	balance/catalogs/phase0.json	economy	/generator_classes/0/production	nested_object	resource_id:company.cash	55941b9c99c10bf9f56d4d8a2c375dc8153b406e8f158b4a712d9ed790fdd66e
balance/catalogs/phase0.json#/generator_classes/0/provisioned_hardcap	balance/catalogs/phase0.json	economy	/generator_classes/0/provisioned_hardcap	nested_object	object:/generator_classes/0/provisioned_hardcap	6b8c7a6d8aaf651c3d5e206ffbb4dc5941846f1932a8611effe49bd5f54fa9f6
balance/catalogs/phase0.json#/generator_classes/0/ladder/0	balance/catalogs/phase0.json	economy	/generator_classes/0/ladder/0	object_record	object:/generator_classes/0/ladder/0	ddabdc1bbc5abcb1c8f9498b8902880e92293988a724b03c873d6c47c82c6006
balance/catalogs/phase0.json#/generator_classes/0/ladder/1	balance/catalogs/phase0.json	economy	/generator_classes/0/ladder/1	object_record	object:/generator_classes/0/ladder/1	81e4ae5d6307d8acc5679da95807af3082d4cf3f7d80746c593a2de242462a16
balance/catalogs/phase0.json#/generator_classes/0/ladder/2	balance/catalogs/phase0.json	economy	/generator_classes/0/ladder/2	object_record	object:/generator_classes/0/ladder/2	825947c2df262ca2a65fab29268b300095f786afed097be4dcd5f98a8772053a
balance/catalogs/phase0.json#/generator_classes/0/roles/0	balance/catalogs/phase0.json	economy	/generator_classes/0/roles/0	object_record	pool_id:pool.operational_excellence	51870d43441d88d41b8e0c0d9123bc796517036dd94632dc5712232c8b7b177e
balance/catalogs/phase0.json#/generator_classes/0/roles/1	balance/catalogs/phase0.json	economy	/generator_classes/0/roles/1	object_record	action_id:manual.click	5a2f31173c5e8120bb8a49d274ff4dbe4ee1d759db4c82a56d74d9ea7283ea83
balance/catalogs/phase0.json#/generator_classes/0/roles/2	balance/catalogs/phase0.json	economy	/generator_classes/0/roles/2	object_record	object:/generator_classes/0/roles/2	41bf0181443526d2347a622245b1b877922f0304d6a83c52674e812c497673b5
balance/catalogs/phase0.json#/generator_classes/1	balance/catalogs/phase0.json	economy	/generator_classes/1	object_record	generator.dot_matrix_queue	4aff36f7d5a9195da3531bdd88d94762696ff1c14594603709a0fb4d4d36e7fb
balance/catalogs/phase0.json#/generator_classes/1/price	balance/catalogs/phase0.json	economy	/generator_classes/1/price	nested_object	resource_id:company.cash	884fabe217f988547ff6c8552c58468e6bb88df507386a587c2985d538ee814e
balance/catalogs/phase0.json#/generator_classes/1/price/curve	balance/catalogs/phase0.json	economy	/generator_classes/1/price/curve	nested_object	object:/generator_classes/1/price/curve	8eee231242594eb197a765e505bb121f49257f9af8371ac3791ea6ea38895a55
balance/catalogs/phase0.json#/generator_classes/1/production	balance/catalogs/phase0.json	economy	/generator_classes/1/production	nested_object	resource_id:company.cash	5153327c75769fe247433c4eb760c0a526782989b3cc8bed6aae43c4c734a3b4
balance/catalogs/phase0.json#/generator_classes/1/ladder/0	balance/catalogs/phase0.json	economy	/generator_classes/1/ladder/0	object_record	object:/generator_classes/1/ladder/0	241368c4804d906d61a7a6d329970fa37299c09d6f34126b37331bf538d66c2e
balance/catalogs/phase0.json#/generator_classes/1/ladder/1	balance/catalogs/phase0.json	economy	/generator_classes/1/ladder/1	object_record	object:/generator_classes/1/ladder/1	81e4ae5d6307d8acc5679da95807af3082d4cf3f7d80746c593a2de242462a16
balance/catalogs/phase0.json#/generator_classes/1/ladder/2	balance/catalogs/phase0.json	economy	/generator_classes/1/ladder/2	object_record	object:/generator_classes/1/ladder/2	825947c2df262ca2a65fab29268b300095f786afed097be4dcd5f98a8772053a
balance/catalogs/phase0.json#/generator_classes/1/roles/0	balance/catalogs/phase0.json	economy	/generator_classes/1/roles/0	object_record	pool_id:pool.operational_excellence	51870d43441d88d41b8e0c0d9123bc796517036dd94632dc5712232c8b7b177e
balance/catalogs/phase0.json#/generator_classes/2	balance/catalogs/phase0.json	economy	/generator_classes/2	object_record	generator.answering_machine	a41ab387b2173d325513b4b904c9c522cafad10b2fadf10d67a5fd2202c4861b
balance/catalogs/phase0.json#/generator_classes/2/price	balance/catalogs/phase0.json	economy	/generator_classes/2/price	nested_object	resource_id:company.cash	fe53c7ffe9c7b4ba6a7db65c141c6e467dca4702ffffa5491066b6a178ad51d6
balance/catalogs/phase0.json#/generator_classes/2/price/curve	balance/catalogs/phase0.json	economy	/generator_classes/2/price/curve	nested_object	object:/generator_classes/2/price/curve	7c8ed1550fd373f097dc9576d2103fb0c902e9eb9d727120e823a985732f0545
balance/catalogs/phase0.json#/generator_classes/2/production	balance/catalogs/phase0.json	economy	/generator_classes/2/production	nested_object	resource_id:company.cash	75fe411176d7455230acde2a5fa16960d60bbe05d6965fd2bc9f67c354129d25
balance/catalogs/phase0.json#/generator_classes/2/ladder/0	balance/catalogs/phase0.json	economy	/generator_classes/2/ladder/0	object_record	object:/generator_classes/2/ladder/0	ddabdc1bbc5abcb1c8f9498b8902880e92293988a724b03c873d6c47c82c6006
balance/catalogs/phase0.json#/generator_classes/2/ladder/1	balance/catalogs/phase0.json	economy	/generator_classes/2/ladder/1	object_record	object:/generator_classes/2/ladder/1	a93396881f94b20f6258fc4cd2600bc5db9613d24ca2b0d2432015bfe1153d50
balance/catalogs/phase0.json#/generator_classes/2/ladder/2	balance/catalogs/phase0.json	economy	/generator_classes/2/ladder/2	object_record	object:/generator_classes/2/ladder/2	825947c2df262ca2a65fab29268b300095f786afed097be4dcd5f98a8772053a
balance/catalogs/phase0.json#/generator_classes/2/roles/0	balance/catalogs/phase0.json	economy	/generator_classes/2/roles/0	object_record	action_id:manual.click	bd548b3b57f1fe6208ad577b753e5599226807a79ac9af114f08ef7d2de477be
balance/catalogs/phase0.json#/generator_classes/3	balance/catalogs/phase0.json	economy	/generator_classes/3	object_record	generator.nephew_intern	24c2c71c36367b3f2c4fc1fba01db21fce554645383a8199dd5d78f50355245c
balance/catalogs/phase0.json#/generator_classes/3/price	balance/catalogs/phase0.json	economy	/generator_classes/3/price	nested_object	resource_id:company.cash	5f1f1963d1a5d3b367dab64a4f00d64343193e24e710d2df4bb1bcac57a1b090
balance/catalogs/phase0.json#/generator_classes/3/price/curve	balance/catalogs/phase0.json	economy	/generator_classes/3/price/curve	nested_object	object:/generator_classes/3/price/curve	143ddbf1e8485c6de8eedb98bcd37990a1567470c3de5e2ae3dcbaf99e25c1e4
balance/catalogs/phase0.json#/generator_classes/3/production	balance/catalogs/phase0.json	economy	/generator_classes/3/production	nested_object	resource_id:company.cash	69b98d6d8be805a9e59031a0597ee84bf6d91bf7702dd6d38fb8745ee30ac99f
balance/catalogs/phase0.json#/generator_classes/3/ladder/0	balance/catalogs/phase0.json	economy	/generator_classes/3/ladder/0	object_record	object:/generator_classes/3/ladder/0	229265f97d7d895a73a1737274ccf0249d1fb730f874a3afa2a5a40e26bba01b
balance/catalogs/phase0.json#/generator_classes/3/ladder/1	balance/catalogs/phase0.json	economy	/generator_classes/3/ladder/1	object_record	object:/generator_classes/3/ladder/1	376e1ab989aa12a0e8474d75e43ca116d70da73b9416b786e5b2a227df1e4c3b
balance/catalogs/phase0.json#/generator_classes/3/ladder/2	balance/catalogs/phase0.json	economy	/generator_classes/3/ladder/2	object_record	object:/generator_classes/3/ladder/2	825947c2df262ca2a65fab29268b300095f786afed097be4dcd5f98a8772053a
balance/catalogs/phase0.json#/generator_classes/3/roles/0	balance/catalogs/phase0.json	economy	/generator_classes/3/roles/0	object_record	object:/generator_classes/3/roles/0	3f3590d7a217246caaffcf17f32c00cffc5799187db9f53243d3e99b52faffb7
balance/catalogs/phase0.json#/generator_classes/4	balance/catalogs/phase0.json	economy	/generator_classes/4	object_record	generator.garage_rack	e699d5eaa47d52c9325163c0c62efe0ae2d7235fccf87d9d7ae78d861a1d2801
balance/catalogs/phase0.json#/generator_classes/4/price	balance/catalogs/phase0.json	economy	/generator_classes/4/price	nested_object	resource_id:company.cash	ea413438d690068d0214a202af7d2b9b4bb1ec25c51de5a4914de90141e30abb
balance/catalogs/phase0.json#/generator_classes/4/price/curve	balance/catalogs/phase0.json	economy	/generator_classes/4/price/curve	nested_object	object:/generator_classes/4/price/curve	7dc56473870dba18d423f9b45f661dfd9d5452631e84a4bb2b17bed2cfc378fb
balance/catalogs/phase0.json#/generator_classes/4/production	balance/catalogs/phase0.json	economy	/generator_classes/4/production	nested_object	resource_id:company.cash	d4b2cd270e9a9ee1ff1093b19a97930ceea7501bcd64273b9f7ee9762f8c1972
balance/catalogs/phase0.json#/generator_classes/4/ladder/0	balance/catalogs/phase0.json	economy	/generator_classes/4/ladder/0	object_record	object:/generator_classes/4/ladder/0	ddabdc1bbc5abcb1c8f9498b8902880e92293988a724b03c873d6c47c82c6006
balance/catalogs/phase0.json#/generator_classes/4/ladder/1	balance/catalogs/phase0.json	economy	/generator_classes/4/ladder/1	object_record	object:/generator_classes/4/ladder/1	81e4ae5d6307d8acc5679da95807af3082d4cf3f7d80746c593a2de242462a16
balance/catalogs/phase0.json#/generator_classes/4/ladder/2	balance/catalogs/phase0.json	economy	/generator_classes/4/ladder/2	object_record	object:/generator_classes/4/ladder/2	825947c2df262ca2a65fab29268b300095f786afed097be4dcd5f98a8772053a
balance/catalogs/phase0.json#/generator_classes/4/roles/0	balance/catalogs/phase0.json	economy	/generator_classes/4/roles/0	object_record	pool_id:pool.institutional_knowledge	66c0f85c6bd78a5d51fce43ea3f64d0eedd66212d008426e51583f503dede30b
balance/catalogs/phase0.json#/generator_classes/5	balance/catalogs/phase0.json	economy	/generator_classes/5	object_record	generator.crt_wall	580c7ab7044b3a9d11a366703e05bd529961cd1e907e26f26a0a9755132fcaf9
balance/catalogs/phase0.json#/generator_classes/5/price	balance/catalogs/phase0.json	economy	/generator_classes/5/price	nested_object	resource_id:company.cash	9eae0649fa693ec5c8806bbafceea921061b44b2033477c4bd9142e0d51df47a
balance/catalogs/phase0.json#/generator_classes/5/price/curve	balance/catalogs/phase0.json	economy	/generator_classes/5/price/curve	nested_object	object:/generator_classes/5/price/curve	8eee231242594eb197a765e505bb121f49257f9af8371ac3791ea6ea38895a55
balance/catalogs/phase0.json#/generator_classes/5/production	balance/catalogs/phase0.json	economy	/generator_classes/5/production	nested_object	resource_id:company.cash	4b09139389b47200180fe15682cc394b02d779bcf0460a3fb72885fbbbe37415
balance/catalogs/phase0.json#/generator_classes/5/ladder/0	balance/catalogs/phase0.json	economy	/generator_classes/5/ladder/0	object_record	object:/generator_classes/5/ladder/0	241368c4804d906d61a7a6d329970fa37299c09d6f34126b37331bf538d66c2e
balance/catalogs/phase0.json#/generator_classes/5/ladder/1	balance/catalogs/phase0.json	economy	/generator_classes/5/ladder/1	object_record	object:/generator_classes/5/ladder/1	81e4ae5d6307d8acc5679da95807af3082d4cf3f7d80746c593a2de242462a16
balance/catalogs/phase0.json#/generator_classes/5/ladder/2	balance/catalogs/phase0.json	economy	/generator_classes/5/ladder/2	object_record	object:/generator_classes/5/ladder/2	825947c2df262ca2a65fab29268b300095f786afed097be4dcd5f98a8772053a
balance/catalogs/phase0.json#/generator_classes/5/roles/0	balance/catalogs/phase0.json	economy	/generator_classes/5/roles/0	object_record	pool_id:pool.institutional_knowledge	66c0f85c6bd78a5d51fce43ea3f64d0eedd66212d008426e51583f503dede30b
balance/catalogs/phase0.json#/generator_classes/6	balance/catalogs/phase0.json	economy	/generator_classes/6	object_record	generator.first_hire	ba6c388387da1bd7779cd2b6fbc6ed950fa520c3276a92611cf1ff7f132366d5
balance/catalogs/phase0.json#/generator_classes/6/price	balance/catalogs/phase0.json	economy	/generator_classes/6/price	nested_object	resource_id:company.cash	0b4ae63f96f11b252d0218cef78b5c98fdea789a9ee07feb2e926356f3b6bc8a
balance/catalogs/phase0.json#/generator_classes/6/price/curve	balance/catalogs/phase0.json	economy	/generator_classes/6/price/curve	nested_object	object:/generator_classes/6/price/curve	7c8ed1550fd373f097dc9576d2103fb0c902e9eb9d727120e823a985732f0545
balance/catalogs/phase0.json#/generator_classes/6/production	balance/catalogs/phase0.json	economy	/generator_classes/6/production	nested_object	resource_id:company.cash	f13a6682330ce2895d17406fa765784eb0053f6fa37e3bb21cdeb6c26f057860
balance/catalogs/phase0.json#/generator_classes/6/ladder/0	balance/catalogs/phase0.json	economy	/generator_classes/6/ladder/0	object_record	object:/generator_classes/6/ladder/0	ddabdc1bbc5abcb1c8f9498b8902880e92293988a724b03c873d6c47c82c6006
balance/catalogs/phase0.json#/generator_classes/6/ladder/1	balance/catalogs/phase0.json	economy	/generator_classes/6/ladder/1	object_record	object:/generator_classes/6/ladder/1	a93396881f94b20f6258fc4cd2600bc5db9613d24ca2b0d2432015bfe1153d50
balance/catalogs/phase0.json#/generator_classes/6/ladder/2	balance/catalogs/phase0.json	economy	/generator_classes/6/ladder/2	object_record	object:/generator_classes/6/ladder/2	825947c2df262ca2a65fab29268b300095f786afed097be4dcd5f98a8772053a
balance/catalogs/phase0.json#/generator_classes/6/roles/0	balance/catalogs/phase0.json	economy	/generator_classes/6/roles/0	object_record	action_id:manual.click	9e277f3c56c5de782bb7665399c80a00c057c0d49b6884ae0bd787e3e0e66cdf
balance/catalogs/phase0.json#/generator_classes/7	balance/catalogs/phase0.json	economy	/generator_classes/7	object_record	generator.beige_tower_v2	d95a6b498f0f4590cd732f785a4027c19bef0e5a5e3a579b78a685bd71486dba
balance/catalogs/phase0.json#/generator_classes/7/price	balance/catalogs/phase0.json	economy	/generator_classes/7/price	nested_object	resource_id:company.cash	b10c81f30312cf03523fd09a37e4609165c9ae86bdcc7cdf0cde31f2ac2bee96
balance/catalogs/phase0.json#/generator_classes/7/price/curve	balance/catalogs/phase0.json	economy	/generator_classes/7/price/curve	nested_object	object:/generator_classes/7/price/curve	143ddbf1e8485c6de8eedb98bcd37990a1567470c3de5e2ae3dcbaf99e25c1e4
balance/catalogs/phase0.json#/generator_classes/7/production	balance/catalogs/phase0.json	economy	/generator_classes/7/production	nested_object	resource_id:company.cash	9ed30e9d59b2d44759735cc3a3cf50e1175b7dd1bb4d1a636485ff5801b63beb
balance/catalogs/phase0.json#/generator_classes/7/provisions	balance/catalogs/phase0.json	economy	/generator_classes/7/provisions	nested_object	generator_id:generator.beige_tower	aec7db0370923af54b71ff8372e1549d30bf6cd639c7545ddc7c2c6d6339dbd7
balance/catalogs/phase0.json#/generator_classes/7/ladder/0	balance/catalogs/phase0.json	economy	/generator_classes/7/ladder/0	object_record	object:/generator_classes/7/ladder/0	229265f97d7d895a73a1737274ccf0249d1fb730f874a3afa2a5a40e26bba01b
balance/catalogs/phase0.json#/generator_classes/7/ladder/1	balance/catalogs/phase0.json	economy	/generator_classes/7/ladder/1	object_record	object:/generator_classes/7/ladder/1	376e1ab989aa12a0e8474d75e43ca116d70da73b9416b786e5b2a227df1e4c3b
